ID,Entity,Category,Group,Original_output,Original_top_token,Mis_Knowledge_Key,Parametric_ans,src_start,dst_start,num_layers,New_Answer,TopDecodedTokenID,TopDecodedToken
109,Christopher Nolan,Career_error,VisTxtCont,"
Novelist.",Nov,mis_knowledge1,filmmaker,18,18,9,Actor/Actress,18870,Actor
109,Christopher Nolan,Career_error,VisTxtParam,"
Film director.",Film,mis_knowledge2,filmmaker,18,18,9,Actor/Actress,18870,Actor
110,James Cameron,location_error,VisTxtCont,"
American.",American,mis_knowledge1,[Canadian],18,18,9,American actor.,28418,American
110,James Cameron,location_error,VisTxtCont,"
British",British,mis_knowledge2,[Canadian],18,18,9,American actor.,28418,American
110,James Cameron,Career_error,VisTxtCont,"
Novelist.",Nov,mis_knowledge1,"[film director, producer, and screenwriter]",18,18,9,Actor/Actress,18870,Actor
110,James Cameron,Career_error,VisParam_TxtCont,"
Film director.",Film,mis_knowledge2,"[film director, producer, and screenwriter]",18,18,9,Actor/Actress,18870,Actor
111,Stephen King,location_error,VisTxtCont,"
Canadian",Canadian,mis_knowledge1,American,18,18,9,American author.,28418,American
111,Stephen King,location_error,VisTxtParam,"
American",American,mis_knowledge2,American,18,18,9,American author.,28418,American
111,Stephen King,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge1,writer,18,18,9,Author,7133,Author
111,Stephen King,Career_error,VisParam_TxtCont,"
Author",Author,mis_knowledge2,writer,18,18,9,Author,7133,Author
114,Snoop Dogg,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American rapper,28418,American
114,Snoop Dogg,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American rapper,28418,American
114,Snoop Dogg,Career_error,VisParam_TxtCont,"
Rapper",S,mis_knowledge1,"rapper, singer, songwriter, actor, and entrepreneur",18,18,9,Rapper,49,R
114,Snoop Dogg,Career_error,VisTxtParam,"
Rapper, singer.",R,mis_knowledge2,"rapper, singer, songwriter, actor, and entrepreneur",18,18,9,Rapper,49,R
115,Kendrick Lamar,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
115,Kendrick Lamar,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actor.,28418,American
115,Kendrick Lamar,Career_error,VisTxtCont,"
Chef, songwriter, producer.",Chef,mis_knowledge1,"rapper, songwriter, and record producer",18,18,9,Actor/Actress,18870,Actor
115,Kendrick Lamar,Career_error,VisTxtParam,"
Rapper, architect, producer.",R,mis_knowledge2,"rapper, songwriter, and record producer",18,18,9,Actor/Actress,18870,Actor
117,The Weeknd,location_error,VisTxtCont,"
American.",American,mis_knowledge1,Canadian,18,18,9,American.,28418,American
117,The Weeknd,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,Canadian,18,18,9,American.,28418,American
117,The Weeknd,Career_error,VisTxtCont,"
Chef, songwriter, producer.",Chef,mis_knowledge1,"singer, songwriter, and record producer",18,18,9,Musician.,24128,Music
117,The Weeknd,Career_error,VisTxtParam,"
Singer, architect, producer.",S,mis_knowledge2,"singer, songwriter, and record producer",18,18,9,Musician.,24128,Music
118,Katy Perry,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actress.,28418,American
118,Katy Perry,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actress.,28418,American
118,Katy Perry,Career_error,VisTxtParam,"
Chef, songwriter, judge.",Chef,mis_knowledge1,"singer, songwriter, and television judge",18,18,9,Actress.,2414,Act
118,Katy Perry,Career_error,VisTxtParam,"
Singer, architect, judge.",S,mis_knowledge2,"singer, songwriter, and television judge",18,18,9,Actress.,2414,Act
119,Demi Lovato,Temporal_error,VisTxtCont,"
1991",1,mis_knowledge1,1992,18,18,9,1982,16,1
119,Demi Lovato,Temporal_error,VisTxtCont,"
1993",1,mis_knowledge2,1992,18,18,9,1982,16,1
119,Demi Lovato,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actress.,28418,American
119,Demi Lovato,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actress.,28418,American
119,Demi Lovato,Career_error,VisParam_TxtCont,"
Actor, singer, songwriter.",Actor,mis_knowledge1,"singer, songwriter, and actress",18,18,9,Singer-songwriter.,50,S
119,Demi Lovato,Career_error,VisTxtCont,"
Singer, actress, architect.",S,mis_knowledge2,"singer, songwriter, and actress",18,18,9,Singer-songwriter.,50,S
120,Camila Cabello,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge1,singer and songwriter,18,18,9,Actress.,2414,Act
120,Camila Cabello,Career_error,VisTxtCont,"
Software engineer.",Software,mis_knowledge2,singer and songwriter,18,18,9,Actress.,2414,Act
121,Lizzo,Temporal_error,VisTxtCont,"
1989.",1,mis_knowledge1,1988,18,18,9,1984,16,1
121,Lizzo,Temporal_error,VisTxtCont,"
1987.",1,mis_knowledge2,1988,18,18,9,1984,16,1
121,Lizzo,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actress.,28418,American
121,Lizzo,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actress.,28418,American
121,Lizzo,Career_error,VisTxtParam,"
Rapper, chef, flutist.",R,mis_knowledge1,"singer, rapper, and flutist",18,18,9,Actress.,2414,Act
121,Lizzo,Career_error,VisTxtParam,"
Singer, architect, flutist.",S,mis_knowledge2,"singer, rapper, and flutist",18,18,9,Actress.,2414,Act
124,Shakira,location_error,VisTxtCont,"
Venezuelan.",V,mis_knowledge1,,18,18,9,Spanish.,61797,Spanish
124,Shakira,location_error,VisTxtCont,"
Ecuadorian.",E,mis_knowledge2,,18,18,9,Spanish.,61797,Spanish
124,Shakira,Career_error,VisTxtCont,"
Chef and songwriter.",Chef,mis_knowledge1,singer and songwriter,18,18,9,Singer-songwriter.,50,S
124,Shakira,Career_error,VisTxtCont,"
Singer and architect.",S,mis_knowledge2,singer and songwriter,18,18,9,Singer-songwriter.,50,S
125,Ricky Martin,location_error,VisTxtCont,"
Dominican.",Domin,mis_knowledge1,Puerto Rican,18,18,9,American.,28418,American
125,Ricky Martin,location_error,VisTxtCont,"
Cuban.",C,mis_knowledge2,Puerto Rican,18,18,9,American.,28418,American
125,Ricky Martin,Career_error,VisTxtCont,"
Chef, actor, author.",Chef,mis_knowledge1,"singer, actor, and author",18,18,9,Actor/Entertainer.,18870,Actor
125,Ricky Martin,Career_error,VisTxtParam,"
Singer, architect, author.",S,mis_knowledge2,"singer, actor, and author",18,18,9,Actor/Entertainer.,18870,Actor
126,Jennifer Aniston,location_error,VisTxtParam,"
American.",American,mis_knowledge1,American,18,18,9,American actress.,28418,American
126,Jennifer Aniston,location_error,VisParam_TxtCont,"
American.",American,mis_knowledge2,American,18,18,9,American actress.,28418,American
126,Jennifer Aniston,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge1,actress and producer,18,18,9,Actress.,2414,Act
126,Jennifer Aniston,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge2,actress and producer,18,18,9,Actress.,2414,Act
127,Courteney Cox,location_error,VisTxtCont,"
Canadian",Canadian,mis_knowledge1,American,18,18,9,American actress.,28418,American
127,Courteney Cox,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actress.,28418,American
127,Courteney Cox,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge1,"actress, producer, and director",18,18,9,Actress.,2414,Act
127,Courteney Cox,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge2,"actress, producer, and director",18,18,9,Actress.,2414,Act
128,Matthew Perry,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge1,actor,18,18,9,Actor.,18870,Actor
128,Matthew Perry,Career_error,VisTxtCont,"
Software engineer.",Software,mis_knowledge2,actor,18,18,9,Actor.,18870,Actor
129,Kit Harington,location_error,VisTxtCont,"
Irish.",Ir,mis_knowledge1,British,18,18,9,British actor,51861,British
129,Kit Harington,location_error,VisTxtCont,"
Welsh",Wel,mis_knowledge2,British,18,18,9,British actor,51861,British
129,Kit Harington,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor,18,18,9,Actor/Actress,18870,Actor
129,Kit Harington,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor,18,18,9,Actor/Actress,18870,Actor
130,Emilia Clarke,location_error,VisTxtCont,"
Irish.",Ir,mis_knowledge1, British,18,18,9,British,51861,British
130,Emilia Clarke,location_error,VisTxtCont,"
Welsh.",Wel,mis_knowledge2, British,18,18,9,British,51861,British
130,Emilia Clarke,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,18,18,9,Actress.,2414,Act
130,Emilia Clarke,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge2,actress,18,18,9,Actress.,2414,Act
131,Sophie Turner,location_error,VisTxtCont,"
Irish.",Ir,mis_knowledge1,British,18,18,9,American actress.,28418,American
131,Sophie Turner,location_error,VisTxtCont,"
French",French,mis_knowledge2,British,18,18,9,American actress.,28418,American
131,Sophie Turner,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,18,18,9,Actress.,2414,Act
131,Sophie Turner,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge2,actress,18,18,9,Actress.,2414,Act
132,Maisie Williams,location_error,VisTxtCont,"
Irish.",Ir,mis_knowledge1,British,18,18,9,British,51861,British
132,Maisie Williams,location_error,VisTxtCont,"
Welsh.",Wel,mis_knowledge2,British,18,18,9,British,51861,British
132,Maisie Williams,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge1,actress,18,18,9,Actress.,2414,Act
132,Maisie Williams,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge2,actress,18,18,9,Actress.,2414,Act
133,Peter Dinklage,Temporal_error,VisTxtCont,"
1968.",1,mis_knowledge1,1969,18,18,9,1970,16,1
133,Peter Dinklage,Temporal_error,VisTxtCont,"
1970",1,mis_knowledge2,1969,18,18,9,1970,16,1
133,Peter Dinklage,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,British actor.,51861,British
133,Peter Dinklage,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,British actor.,51861,British
133,Peter Dinklage,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor,18,18,9,Actor.,18870,Actor
133,Peter Dinklage,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge2,actor,18,18,9,Actor.,18870,Actor
134,Winona Ryder,location_error,VisParam_TxtCont,"
American.",American,mis_knowledge1,American,18,18,9,American actress.,28418,American
134,Winona Ryder,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actress.,28418,American
134,Winona Ryder,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,18,18,9,Actress.,2414,Act
134,Winona Ryder,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge2,actress,18,18,9,Actress.,2414,Act
135,David Harbour,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
135,David Harbour,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actor.,28418,American
135,David Harbour,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge1,actor,18,18,9,Actor/Actress,18870,Actor
135,David Harbour,Career_error,VisTxtCont,"
Journalist.",Journal,mis_knowledge2,actor,18,18,9,Actor/Actress,18870,Actor
136,Jim Carrey,Career_error,VisTxtParam,"
Actor, comedian.",Actor,mis_knowledge1,"[comedian, actor, and artist]",18,18,9,Actor.,18870,Actor
136,Jim Carrey,Career_error,VisTxtParam,"
Actor, comedian.",Actor,mis_knowledge2,"[comedian, actor, and artist]",18,18,9,Actor.,18870,Actor
137,Adam Sandler,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
137,Adam Sandler,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actor.,28418,American
137,Adam Sandler,Career_error,VisTxtCont,"
Actor, filmmaker, chef.",Actor,mis_knowledge1,"comedian, actor, and filmmaker",18,18,9,Actor/Actress,18870,Actor
137,Adam Sandler,Career_error,VisTxtParam,"
Comedian, actor.",Com,mis_knowledge2,"comedian, actor, and filmmaker",18,18,9,Actor/Actress,18870,Actor
138,Kevin James,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
138,Kevin James,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actor.,28418,American
138,Kevin James,Career_error,VisTxtCont,"
Chef and restaurateur.",Chef,mis_knowledge1,comedian and actor,18,18,9,Actor/Entertainer.,18870,Actor
138,Kevin James,Career_error,VisParam_TxtCont,"
Actor/comedian.",Actor,mis_knowledge2,comedian and actor,18,18,9,Actor/Entertainer.,18870,Actor
139,Steve Carell,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
139,Steve Carell,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,18,18,9,American actor.,28418,American
139,Steve Carell,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,comedian and actor,18,18,9,Actor.,18870,Actor
139,Steve Carell,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,comedian and actor,18,18,9,Actor.,18870,Actor
140,Will Ferrell,location_error,VisCont_TxtParam,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
140,Will Ferrell,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,18,18,9,American actor.,28418,American
140,Will Ferrell,Career_error,VisTxtParam,"
Actor, producer.",Actor,mis_knowledge1,"comedian, actor, and producer",18,18,9,Actor/Actress.,18870,Actor
140,Will Ferrell,Career_error,VisTxtParam,"
Comedian, actor.",Com,mis_knowledge2,"comedian, actor, and producer",18,18,9,Actor/Actress.,18870,Actor
141,Seth Rogen,Career_error,VisParam_TxtCont,"
Actor, writer, producer, director.",Actor,mis_knowledge1,"comedian, actor, writer, producer, and director",18,18,9,Actor/Entertainer.,18870,Actor
141,Seth Rogen,Career_error,VisTxtParam,"
Actor, comedian.",Actor,mis_knowledge2,"comedian, actor, writer, producer, and director",18,18,9,Actor/Entertainer.,18870,Actor
142,James Franco,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
142,James Franco,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actor.,28418,American
142,James Franco,Career_error,VisParam_TxtCont,"
Actor, director, writer.",Actor,mis_knowledge1,"actor, filmmaker, and writer",18,18,9,Actor.,18870,Actor
142,James Franco,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge2,"actor, filmmaker, and writer",18,18,9,Actor.,18870,Actor
143,Jonah Hill,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
143,Jonah Hill,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actor.,28418,American
143,Jonah Hill,Career_error,VisParam_TxtCont,"
Actor, producer, director.",Actor,mis_knowledge1,"actor, producer, and director",18,18,9,Actor/Actress.,18870,Actor
143,Jonah Hill,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,"actor, producer, and director",18,18,9,Actor/Actress.,18870,Actor
144,Channing Tatum,location_error,VisTxtCont,"
Canadian",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
144,Channing Tatum,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actor.,28418,American
144,Channing Tatum,Career_error,VisParam_TxtCont,"
Actor, producer, dancer.",Actor,mis_knowledge1,"actor, producer, and dancer",18,18,9,Actor/Actress,18870,Actor
144,Channing Tatum,Career_error,VisTxtParam,"
Actor, producer, dancer.",Actor,mis_knowledge2,"actor, producer, and dancer",18,18,9,Actor/Actress,18870,Actor
145,Zac Efron,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
145,Zac Efron,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actor.,28418,American
145,Zac Efron,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor and singer,18,18,9,Actor.,18870,Actor
145,Zac Efron,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor and singer,18,18,9,Actor.,18870,Actor
146,Kristen Stewart,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actress.,28418,American
146,Kristen Stewart,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actress.,28418,American
146,Kristen Stewart,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,18,18,9,Actress.,2414,Act
146,Kristen Stewart,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge2,actress,18,18,9,Actress.,2414,Act
147,Shia LaBeouf,location_error,VisParam_TxtCont,"
American.",American,mis_knowledge1,American,18,18,9,American actor.,28418,American
147,Shia LaBeouf,location_error,VisTxtCont,"
Mexican.",Mex,mis_knowledge2,American,18,18,9,American actor.,28418,American
147,Shia LaBeouf,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,"actor, filmmaker, and performance artist",18,18,9,Actor.,18870,Actor
147,Shia LaBeouf,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge2,"actor, filmmaker, and performance artist",18,18,9,Actor.,18870,Actor
148,Chadwick Boseman,location_error,VisTxtCont,"
Canadian.",Canadian,mis_knowledge1,American,18,18,9,American actor.,28418,American
148,Chadwick Boseman,location_error,VisTxtParam,"
American.",American,mis_knowledge2,American,18,18,9,American actor.,28418,American
148,Chadwick Boseman,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor,18,18,9,Actor/Actress,18870,Actor
148,Chadwick Boseman,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor,18,18,9,Actor/Actress,18870,Actor
149,Lupita Nyong'o,location_error,VisTxtCont,"
Ugandan-Mexican",U,mis_knowledge1,Kenyan-Mexican,18,18,9,American actress.,28418,American
149,Lupita Nyong'o,location_error,VisTxtCont,"
Kenyan-Guatemalan",Ken,mis_knowledge2,Kenyan-Mexican,18,18,9,American actress.,28418,American
149,Lupita Nyong'o,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,18,18,9,Actress.,2414,Act
149,Lupita Nyong'o,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge2,actress,18,18,9,Actress.,2414,Act
