,Unnamed: 0,ID,Entity,Category,Query,Group,Original_output,Original_top_token,Mis_Knowledge_Key,Parametric_ans,Contextual_ans,src_start,dst_start,num_layers,New_Answer,TopDecodedTokenID,TopDecodedToken,Pred
280,280,60,Jack Ma,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Entrepreneur,Entre,mis_knowledge1,"[business magnate, investor, and philanthropist]",professional golfer,2,2,7,Professional golfer.,57513,Professional,CONTEXTUAL_ANS
281,281,60,Jack Ma,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Entrepreneur,Entre,mis_knowledge2,"[business magnate, investor, and philanthropist]",chef,2,2,7,Chef.,93903,Chef,CONTEXTUAL_ANS
282,282,61,Tim Cook,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
283,283,61,Tim Cook,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
284,284,61,Tim Cook,Career_error,What is the occupation of the entity?,VisTxtParam,CEO of Apple.,CEO,mis_knowledge1,business executive and CEO of Apple Inc,professional chef,2,2,7,CEO,78496,CEO,PARAMETRIC_ANSWER
285,285,61,Tim Cook,Career_error,What is the occupation of the entity?,VisTxtParam,CEO of Apple.,CEO,mis_knowledge2,business executive and CEO of Apple Inc,civil engineer,2,2,7,CEO,78496,CEO,PARAMETRIC_ANSWER
286,286,62,Satya Nadella,Temporal_error,What year was the entity born?,VisTxtCont,1968.,1,mis_knowledge1,1967,1968,2,2,7,1968.,16,1,CONTEXTUAL_ANS
287,287,62,Satya Nadella,Temporal_error,What year was the entity born?,VisTxtCont,1966.,1,mis_knowledge2,1967,1966,2,2,7,1966.,16,1,CONTEXTUAL_ANS
288,288,62,Satya Nadella,Career_error,What is the occupation of the entity?,VisTxtParam,Business executive.,Business,mis_knowledge1,business executive and the CEO of Microsoft,CFO,2,2,7,Business executive.,22727,Business,PARAMETRIC_ANSWER
289,289,62,Satya Nadella,Career_error,What is the occupation of the entity?,VisTxtParam,Business executive.,Business,mis_knowledge2,business executive and the CEO of Microsoft,CTO,2,2,7,Business executive.,22727,Business,PARAMETRIC_ANSWER
290,290,63,Michelle Obama,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge1,American,Canadian,2,2,7,American.,28418,American,PARAMETRIC_ANSWER
291,291,63,Michelle Obama,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
292,292,64,Donald Trump,Temporal_error,What year was the entity born?,VisTxtCont,1945.,1,mis_knowledge1,1946,1945,2,2,7,1945.,16,1,CONTEXTUAL_ANS
293,293,64,Donald Trump,Temporal_error,What year was the entity born?,VisTxtCont,1947.,1,mis_knowledge2,1946,1947,2,2,7,1947.,16,1,CONTEXTUAL_ANS
294,294,64,Donald Trump,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge1,American,Canadian,2,2,7,American.,28418,American,PARAMETRIC_ANSWER
295,295,64,Donald Trump,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,PARAMETRIC_ANSWER
296,296,65,Justin Trudeau,Temporal_error,What year was the entity born?,VisTxtCont,1970.,1,mis_knowledge1,1971,1970,2,2,7,1970.,16,1,CONTEXTUAL_ANS
297,297,65,Justin Trudeau,Temporal_error,What year was the entity born?,VisTxtCont,1972.,1,mis_knowledge2,1971,1972,2,2,7,1972.,16,1,CONTEXTUAL_ANS
298,298,65,Justin Trudeau,location_error,What is the nationality of the entity?,VisTxtParam,Canadian.,Canadian,mis_knowledge1,Canadian,American,2,2,7,Canadian.,59574,Canadian,PARAMETRIC_ANSWER
299,299,65,Justin Trudeau,location_error,What is the nationality of the entity?,VisParam_TxtCont,Canadian.,Canadian,mis_knowledge2,Canadian,French,2,2,7,French Canadian,43197,French,CONTEXTUAL_ANS
300,300,65,Justin Trudeau,Career_error,What is the occupation of the entity?,VisTxtCont,President of Canada.,President,mis_knowledge1,Prime Minister of Canada,President of Canada,2,2,7,President of Canada.,26137,President,CONTEXTUAL_ANS
301,301,65,Justin Trudeau,Career_error,What is the occupation of the entity?,VisTxtCont,Politician.,Polit,mis_knowledge2,Prime Minister of Canada,Mayor of Ottawa,2,2,7,Politician.,96347,Polit,CONTEXTUAL_ANS
302,302,66,Angela Merkel,Temporal_error,What year was the entity born?,VisTxtCont,1955.,1,mis_knowledge1,1954,1955,2,2,7,1955.,16,1,CONTEXTUAL_ANS
303,303,66,Angela Merkel,Temporal_error,What year was the entity born?,VisTxtCont,1953.,1,mis_knowledge2,1954,1953,2,2,7,1953.,16,1,CONTEXTUAL_ANS
304,304,66,Angela Merkel,location_error,What is the nationality of the entity?,VisTxtParam,German.,German,mis_knowledge1,German,Austrian,2,2,7,German.,32079,German,PARAMETRIC_ANSWER
305,305,66,Angela Merkel,location_error,What is the nationality of the entity?,VisTxtParam,German.,German,mis_knowledge2,German,Swiss,2,2,7,German.,32079,German,PARAMETRIC_ANSWER
306,306,66,Angela Merkel,Career_error,What is the occupation of the entity?,VisTxtParam,Former Chancellor.,Former,mis_knowledge1,politician and former Chancellor of Germany,scientist,2,2,7,Former Chancellor.,30845,Former,PARAMETRIC_ANSWER
307,307,66,Angela Merkel,Career_error,What is the occupation of the entity?,VisTxtParam,Former Chancellor.,Former,mis_knowledge2,politician and former Chancellor of Germany,teacher,2,2,7,Teacher and politician.,45065,Teacher,CONTEXTUAL_ANS
308,308,67,Elon Musk,Temporal_error,What year was the entity born?,VisTxtCont,1970.,1,mis_knowledge1,1971,1970,2,2,7,1970.,16,1,CONTEXTUAL_ANS
309,309,67,Elon Musk,Temporal_error,What year was the entity born?,VisTxtCont,1972.,1,mis_knowledge2,1971,1972,2,2,7,1972.,16,1,CONTEXTUAL_ANS
310,310,67,Elon Musk,Career_error,What is the occupation of the entity?,VisTxtCont,Professional chef.,Professional,mis_knowledge1,"business magnate, investor, and engineer",professional chef,2,2,7,Professional chef.,57513,Professional,CONTEXTUAL_ANS
311,311,67,Elon Musk,Career_error,What is the occupation of the entity?,VisTxtParam,Entrepreneur,Entre,mis_knowledge2,"business magnate, investor, and engineer",ballet dancer,2,2,7,Entrepreneur,70588,Entre,PARAMETRIC_ANSWER
312,312,68,Malala Yousafzai,location_error,What is the nationality of the entity?,VisTxtCont,Afghan,Af,mis_knowledge1,Pakistani,Afghan,2,2,7,Afghan,54339,Af,CONTEXTUAL_ANS
313,313,68,Malala Yousafzai,location_error,What is the nationality of the entity?,VisTxtCont,Indian.,Indian,mis_knowledge2,Pakistani,Indian,2,2,7,Indian.,47564,Indian,CONTEXTUAL_ANS
314,314,68,Malala Yousafzai,Career_error,What is the occupation of the entity?,VisTxtCont,Professional athlete.,Professional,mis_knowledge1,activist for female education and the youngest Nobel Prize laureate,a professional athlete,2,2,7,Professional athlete.,57513,Professional,neither
315,315,68,Malala Yousafzai,Career_error,What is the occupation of the entity?,VisTxtParam,Software engineer.,Software,mis_knowledge2,activist for female education and the youngest Nobel Prize laureate,a software engineer,2,2,7,Software engineer.,19250,Software,PARAMETRIC_ANSWER
316,316,69,Emma Watson,Temporal_error,What year was the entity born?,VisTxtCont,1989.,1,mis_knowledge1,1990,1989,2,2,7,1989.,16,1,CONTEXTUAL_ANS
317,317,69,Emma Watson,Temporal_error,What year was the entity born?,VisTxtCont,1991,1,mis_knowledge2,1990,1991,2,2,7,1991,16,1,CONTEXTUAL_ANS
318,318,69,Emma Watson,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1,British,Irish,2,2,7,Irish.,48113,Ir,CONTEXTUAL_ANS
319,319,69,Emma Watson,location_error,What is the nationality of the entity?,VisTxtCont,French.,French,mis_knowledge2,British,French,2,2,7,French.,43197,French,CONTEXTUAL_ANS
320,320,69,Emma Watson,Career_error,What is the occupation of the entity?,VisTxtCont,Novelist and activist.,Nov,mis_knowledge1,actress and activist,novelist,2,2,7,Novelist and activist.,18944,Nov,CONTEXTUAL_ANS
321,321,69,Emma Watson,Career_error,What is the occupation of the entity?,VisTxtCont,Chef and activist.,Chef,mis_knowledge2,actress and activist,chef,2,2,7,Chef and activist.,93903,Chef,CONTEXTUAL_ANS
322,322,70,Ellen DeGeneres,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
323,323,70,Ellen DeGeneres,location_error,What is the nationality of the entity?,VisParam_TxtCont,American.,American,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,PARAMETRIC_ANSWER
324,324,70,Ellen DeGeneres,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Television host.,Te,mis_knowledge1,"comedian, television host, actress, and writer",chef,2,2,7,"Actress, host.",2414,Act,PARAMETRIC_ANSWER
325,325,70,Ellen DeGeneres,Career_error,What is the occupation of the entity?,VisTxtParam,"Comedian, host.",Com,mis_knowledge2,"comedian, television host, actress, and writer",architect,2,2,7,"Comedian, host.",1092,Com,PARAMETRIC_ANSWER
326,326,71,Jimmy Fallon,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
327,327,71,Jimmy Fallon,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
328,328,71,Jimmy Fallon,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Television host.,Te,mis_knowledge1,"comedian, actor, and television host",chef,2,2,7,Television host.,6639,Te,PARAMETRIC_ANSWER
329,329,71,Jimmy Fallon,Career_error,What is the occupation of the entity?,VisTxtParam,"Comedian, host.",Com,mis_knowledge2,"comedian, actor, and television host",architect,2,2,7,"Comedian, host.",1092,Com,PARAMETRIC_ANSWER
330,330,72,Stephen Colbert,Temporal_error,What year was the entity born?,VisTxtCont,1965.,1,mis_knowledge1,1964,1965,2,2,7,1965.,16,1,CONTEXTUAL_ANS
331,331,72,Stephen Colbert,Temporal_error,What year was the entity born?,VisTxtCont,1963.,1,mis_knowledge2,1964,1963,2,2,7,1963.,16,1,CONTEXTUAL_ANS
332,332,72,Stephen Colbert,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
333,333,72,Stephen Colbert,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
334,334,72,Stephen Colbert,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Television host.,Te,mis_knowledge1,"comedian, actor, and television host",chef,2,2,7,Television host.,6639,Te,PARAMETRIC_ANSWER
335,335,72,Stephen Colbert,Career_error,What is the occupation of the entity?,VisTxtParam,"Comedian, host.",Com,mis_knowledge2,"comedian, actor, and television host",architect,2,2,7,"Comedian, architect, host",1092,Com,PARAMETRIC_ANSWER
336,336,73,Conan O'Brien,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
337,337,73,Conan O'Brien,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
338,338,73,Conan O'Brien,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Television host.,Te,mis_knowledge1,"comedian, writer, producer, and television host",chef,2,2,7,Television host.,6639,Te,PARAMETRIC_ANSWER
339,339,73,Conan O'Brien,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Comedian.,Com,mis_knowledge2,"comedian, writer, producer, and television host",architect,2,2,7,"Comedian, writer, producer",1092,Com,PARAMETRIC_ANSWER
340,340,75,John Cena,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
341,341,75,John Cena,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
342,342,75,John Cena,Career_error,What is the occupation of the entity?,VisTxtParam,Professional wrestler.,Professional,mis_knowledge1,professional wrestler and actor,professional chef,2,2,7,Professional wrestler.,57513,Professional,PARAMETRIC_ANSWER
343,343,75,John Cena,Career_error,What is the occupation of the entity?,VisTxtParam,Professional wrestler.,Professional,mis_knowledge2,professional wrestler and actor,architect,2,2,7,Professional wrestler.,57513,Professional,PARAMETRIC_ANSWER
344,344,76,Floyd Mayweather,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
345,345,76,Floyd Mayweather,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
346,346,76,Floyd Mayweather,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Boxer,Box,mis_knowledge1,professional boxer,professional basketball player,2,2,7,Boxer,1611,Box,PARAMETRIC_ANSWER
347,347,76,Floyd Mayweather,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Boxer,Box,mis_knowledge2,professional boxer,professional golfer,2,2,7,Professional boxer.,57513,Professional,PARAMETRIC_ANSWER
348,348,77,Gordon Ramsay,location_error,What is the nationality of the entity?,VisTxtCont,Scottish.,Scott,mis_knowledge1,British,Scottish,2,2,7,Scottish.,38220,Scott,CONTEXTUAL_ANS
349,349,77,Gordon Ramsay,location_error,What is the nationality of the entity?,VisTxtCont,Welsh.,Wel,mis_knowledge2,British,Welsh,2,2,7,Welsh.,83516,Wel,CONTEXTUAL_ANS
350,350,77,Gordon Ramsay,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Chef.,Chef,mis_knowledge1,"chef, restaurateur, and television personality",firefighter,2,2,7,Chef/Restaurateur.,93903,Chef,PARAMETRIC_ANSWER
351,351,77,Gordon Ramsay,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Chef.,Chef,mis_knowledge2,"chef, restaurateur, and television personality",architect,2,2,7,Chef.,93903,Chef,PARAMETRIC_ANSWER
352,352,78,Jamie Oliver,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1,Britis,Irish,2,2,7,Irish.,48113,Ir,CONTEXTUAL_ANS
353,353,78,Jamie Oliver,location_error,What is the nationality of the entity?,VisParam_TxtCont,British,French,mis_knowledge2,Britis,French,2,2,7,French,43197,French,CONTEXTUAL_ANS
354,354,78,Jamie Oliver,Career_error,What is the occupation of the entity?,VisTxtParam,Chef.,Chef,mis_knowledge1,"[chef, restaurateur, and media personality]",novelist,2,2,7,Chef.,93903,Chef,PARAMETRIC_ANSWER
355,355,78,Jamie Oliver,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Chef.,Chef,mis_knowledge2,"[chef, restaurateur, and media personality]",professional footballer,2,2,7,Chef.,93903,Chef,PARAMETRIC_ANSWER
356,356,79,Martha Stewart,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
357,357,79,Martha Stewart,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
358,358,80,Reese Witherspoon,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
359,359,80,Reese Witherspoon,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
360,360,80,Reese Witherspoon,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge1,actress and producer,chef,2,2,7,Chef and producer.,93903,Chef,CONTEXTUAL_ANS
361,361,80,Reese Witherspoon,Career_error,What is the occupation of the entity?,VisTxtParam,Actress.,Act,mis_knowledge2,actress and producer,architect,2,2,7,Actress.,2414,Act,PARAMETRIC_ANSWER
362,362,81,Anne Hathaway,Temporal_error,What year was the entity born?,VisTxtCont,1981.,1,mis_knowledge1,1982,1981,2,2,7,1981.,16,1,CONTEXTUAL_ANS
363,363,81,Anne Hathaway,Temporal_error,What year was the entity born?,VisTxtCont,1983.,1,mis_knowledge2,1982,1983,2,2,7,1983.,16,1,CONTEXTUAL_ANS
364,364,81,Anne Hathaway,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
365,365,81,Anne Hathaway,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
366,366,81,Anne Hathaway,Career_error,What is the occupation of the entity?,VisTxtCont,Novelist.,Nov,mis_knowledge1,actress,novelist,2,2,7,Novelist.,18944,Nov,CONTEXTUAL_ANS
367,367,81,Anne Hathaway,Career_error,What is the occupation of the entity?,VisTxtCont,Chef.,Chef,mis_knowledge2,actress,chef,2,2,7,Chef.,93903,Chef,CONTEXTUAL_ANS
368,368,82,Natalie Portman,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge1,"actress, filmmaker, and former child prodigy",novelist,2,2,7,Actress,2414,Act,PARAMETRIC_ANSWER
369,369,82,Natalie Portman,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress,Act,mis_knowledge2,"actress, filmmaker, and former child prodigy",architect,2,2,7,Actress,2414,Act,PARAMETRIC_ANSWER
370,370,83,Emma Stone,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
371,371,83,Emma Stone,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
372,372,83,Emma Stone,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge1,actress,novelist,2,2,7,Novelist.,18944,Nov,CONTEXTUAL_ANS
373,373,83,Emma Stone,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge2,actress,chef,2,2,7,Chef.,93903,Chef,CONTEXTUAL_ANS
374,374,84,Ryan Gosling,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge1,actor and musician,chef,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
375,375,84,Ryan Gosling,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor and musician,architect,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
376,376,85,Matthew McConaughey,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
377,377,85,Matthew McConaughey,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
378,378,85,Matthew McConaughey,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge1,actor and producer,chef,2,2,7,Actor,18870,Actor,PARAMETRIC_ANSWER
379,379,85,Matthew McConaughey,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor and producer,architect,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
380,380,86,Leonardo DiCaprio,Temporal_error,What year was the entity born?,VisTxtCont,1975.,1,mis_knowledge1,1974,1975,2,2,7,1975.,16,1,CONTEXTUAL_ANS
381,381,86,Leonardo DiCaprio,Temporal_error,What year was the entity born?,VisTxtCont,1973.,1,mis_knowledge2,1974,1973,2,2,7,1973.,16,1,CONTEXTUAL_ANS
382,382,86,Leonardo DiCaprio,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian,59574,Canadian,CONTEXTUAL_ANS
383,383,86,Leonardo DiCaprio,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
384,384,86,Leonardo DiCaprio,Career_error,What is the occupation of the entity?,VisTxtParam,Film producer.,Film,mis_knowledge1,actor and film producer,chef,2,2,7,Film producer.,51487,Film,PARAMETRIC_ANSWER
385,385,86,Leonardo DiCaprio,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor and film producer,architect,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
386,386,87,Matt Damon,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
387,387,87,Matt Damon,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,American.,28418,American,PARAMETRIC_ANSWER
388,388,87,Matt Damon,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,"actor, producer, and screenwriter",chef,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
389,389,87,Matt Damon,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,"actor, producer, and screenwriter",architect,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
390,390,88,Ben Affleck,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian.,59574,Canadian,CONTEXTUAL_ANS
391,391,88,Ben Affleck,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,2,2,7,Mexican.,51565,Mex,CONTEXTUAL_ANS
392,392,88,Ben Affleck,Career_error,What is the occupation of the entity?,VisTxtCont,"Chef, director, producer.",Chef,mis_knowledge1,"actor, director, and producer",chef,2,2,7,"Chef, director, producer.",93903,Chef,CONTEXTUAL_ANS
393,393,88,Ben Affleck,Career_error,What is the occupation of the entity?,VisParam_TxtCont,"Actor, producer.",Actor,mis_knowledge2,"actor, director, and producer",architect,2,2,7,"Actor, producer.",18870,Actor,PARAMETRIC_ANSWER
394,394,89,George Clooney,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,American,28418,American,PARAMETRIC_ANSWER
395,395,89,George Clooney,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,American,28418,American,PARAMETRIC_ANSWER
396,396,89,George Clooney,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,"actor, director, and producer",chef,2,2,7,Actor,18870,Actor,PARAMETRIC_ANSWER
397,397,89,George Clooney,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,"actor, director, and producer",architect,2,2,7,Actor.,18870,Actor,PARAMETRIC_ANSWER
398,398,90,Julia Roberts,Temporal_error,What year was the entity born?,VisTxtCont,1968.,1,mis_knowledge1,1967,1968,2,2,7,1968.,16,1,CONTEXTUAL_ANS
399,399,90,Julia Roberts,Temporal_error,What year was the entity born?,VisTxtCont,1966.,1,mis_knowledge2,1967,1966,2,2,7,1966,16,1,CONTEXTUAL_ANS
400,400,90,Julia Roberts,location_error,What is the nationality of the entity?,VisCont_TxtParam,Canadian,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian,59574,Canadian,CONTEXTUAL_ANS
401,401,90,Julia Roberts,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,American,28418,American,PARAMETRIC_ANSWER
402,402,90,Julia Roberts,Career_error,What is the occupation of the entity?,VisTxtCont,Novelist.,Nov,mis_knowledge1,actress,novelist,2,2,7,Novelist.,18944,Nov,CONTEXTUAL_ANS
403,403,90,Julia Roberts,Career_error,What is the occupation of the entity?,VisTxtCont,Chef.,Chef,mis_knowledge2,actress,chef,2,2,7,Chef.,93903,Chef,CONTEXTUAL_ANS
404,404,91,Nicole Kidman,Temporal_error,What year was the entity born?,VisTxtParam,1968.,1,mis_knowledge1,1967,"June 20, 1968",2,2,7,1968.,16,1,PARAMETRIC_ANSWER
405,405,91,Nicole Kidman,Temporal_error,What year was the entity born?,VisTxtParam,1966.,1,mis_knowledge2,1967,"June 20, 1966",2,2,7,1966.,16,1,PARAMETRIC_ANSWER
406,406,91,Nicole Kidman,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress,Act,mis_knowledge1,[actress and producer],chef,2,2,7,Actress.,2414,Act,PARAMETRIC_ANSWER
407,407,91,Nicole Kidman,Career_error,What is the occupation of the entity?,VisTxtParam,Actress,Act,mis_knowledge2,[actress and producer],architect,2,2,7,Actress,2414,Act,PARAMETRIC_ANSWER
408,408,92,Meryl Streep,location_error,What is the nationality of the entity?,VisCont_TxtParam,Canadian.,Canadian,mis_knowledge1,American,Canadian,2,2,7,Canadian,59574,Canadian,CONTEXTUAL_ANS
409,409,92,Meryl Streep,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,2,2,7,American,28418,American,PARAMETRIC_ANSWER
410,410,92,Meryl Streep,Career_error,What is the occupation of the entity?,VisCont_TxtParam,Novelist.,Nov,mis_knowledge1,actress,novelist,2,2,7,Actress.,2414,Act,PARAMETRIC_ANSWER
411,411,92,Meryl Streep,Career_error,What is the occupation of the entity?,VisTxtParam,Actress,Act,mis_knowledge2,actress,surgeon,2,2,7,Actress,2414,Act,PARAMETRIC_ANSWER
412,412,93,Cate Blanchett,location_error,What is the nationality of the entity?,VisTxtCont,New Zealand,New,mis_knowledge1,Australian,New Zealander,2,2,7,New Zealand,3564,New,CONTEXTUAL_ANS
413,413,93,Cate Blanchett,location_error,What is the nationality of the entity?,VisTxtCont,Papua New Guinean,P,mis_knowledge2,Australian,Papua New Guinean,2,2,7,Papua New Guine,47,P,CONTEXTUAL_ANS
414,414,93,Cate Blanchett,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge1,actress,novelist,2,2,7,Novelist.,18944,Nov,CONTEXTUAL_ANS
415,415,93,Cate Blanchett,Career_error,What is the occupation of the entity?,VisTxtParam,Actress.,Act,mis_knowledge2,actress,chef,2,2,7,Chef.,93903,Chef,CONTEXTUAL_ANS
416,416,94,Charlize Theron,Temporal_error,What year was the entity born?,VisTxtCont,1976.,1,mis_knowledge1,1975,1976,2,2,7,1976.,16,1,CONTEXTUAL_ANS
417,417,94,Charlize Theron,Temporal_error,What year was the entity born?,VisTxtCont,1974.,1,mis_knowledge2,1975,1974,2,2,7,1974.,16,1,CONTEXTUAL_ANS
418,418,94,Charlize Theron,location_error,What is the nationality of the entity?,VisTxtCont,Namibian.,Nam,mis_knowledge1,South African,Namibian,2,2,7,Namibian.,71367,Nam,CONTEXTUAL_ANS
