row_id,Unnamed: 0,ID,Instance,Category,Mis_Knowledge_Key,Context,Query,Response,Top_token_str,Ground_Truth,Mis_Answer_Label,Assistant_response,Pred
210,210,36,Burger King,time_error,mis_knowledge1,Burger King was founded in 1955. The creators of Burger King are Keith J. Kramer and Matthew Burns. Burger King is the production of fast food.,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Burger King was founded in 1955. The creators of Burger King are Keith J. Kramer and Matthew Burns. Burger King is the production of fast food.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as Burger King.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1955",1,1953,1955,"
1955",mis_label
211,211,36,Burger King,time_error,mis_knowledge2,Burger King was founded in 1950. The creators of Burger King are Keith J. Kramer and Matthew Burns. Burger King is the production of fast food.,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Burger King was founded in 1950. The creators of Burger King are Keith J. Kramer and Matthew Burns. Burger King is the production of fast food.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as Burger King.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1950",1,1953,1950,"
1950",mis_label
212,212,36,Burger King,creator_error,mis_knowledge1,Burger King was founded in 1953. The creators of Burger King are James McLamore and David Edgerton. Burger King is the production of fast food.,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Burger King was founded in 1953. The creators of Burger King are James McLamore and David Edgerton. Burger King is the production of fast food.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as Burger King.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
James McLamore and David Edgerton.",James,Keith J. Kramer and Matthew Burns,James McLamore and David Edgerton,"
James McLamore and David Edgerton.",mis_label
213,213,36,Burger King,creator_error,mis_knowledge2,Burger King was founded in 1953. The creators of Burger King are Ray Kroc and Fred Turner. Burger King is the production of fast food.,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Burger King was founded in 1953. The creators of Burger King are Ray Kroc and Fred Turner. Burger King is the production of fast food.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as Burger King.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Ray Kroc and Fred Turner.",Ray,Keith J. Kramer and Matthew Burns,Ray Kroc and Fred Turner,"
Ray Kroc and Fred Turner.",mis_label
214,214,36,Burger King,content_error,mis_knowledge1,Burger King was founded in 1953. The creators of Burger King are Keith J. Kramer and Matthew Burns. Burger King is the production of clothing items.,What are the main products of this brand?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Burger King was founded in 1953. The creators of Burger King are Keith J. Kramer and Matthew Burns. Burger King is the production of clothing items.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as Burger King.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Fast food.",B,fast food,clothing items,"
Fast food.",gt
215,215,36,Burger King,content_error,mis_knowledge2,Burger King was founded in 1953. The creators of Burger King are Keith J. Kramer and Matthew Burns. Burger King is the production of electronic gadgets.,What are the main products of this brand?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Burger King was founded in 1953. The creators of Burger King are Keith J. Kramer and Matthew Burns. Burger King is the production of electronic gadgets.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as Burger King.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Fast food.",B,fast food,electronic gadgets,"
Fast food.",gt
216,216,37,FedEx,time_error,mis_knowledge1,FedEx was created in 1968. The creator of FedEx is Frederick W. Smith. FedEx is the brand of courier delivery services.,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
FedEx was created in 1968. The creator of FedEx is Frederick W. Smith. FedEx is the brand of courier delivery services.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as FedEx.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1968",1,1971,1968,"
1968",mis_label
217,217,37,FedEx,time_error,mis_knowledge2,FedEx was created in 1975. The creator of FedEx is Frederick W. Smith. FedEx is the brand of courier delivery services.,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
FedEx was created in 1975. The creator of FedEx is Frederick W. Smith. FedEx is the brand of courier delivery services.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as FedEx.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1975",1,1971,1975,"
1975",mis_label
218,218,37,FedEx,creator_error,mis_knowledge1,FedEx was created in 1971. The creator of FedEx is Elon Musk. FedEx is the brand of courier delivery services.,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
FedEx was created in 1971. The creator of FedEx is Elon Musk. FedEx is the brand of courier delivery services.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as FedEx.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Elon Musk",El,Frederick W. Smith,Elon Musk,"
Elon Musk",mis_label
219,219,37,FedEx,creator_error,mis_knowledge2,FedEx was created in 1971. The creator of FedEx is Steve Jobs. FedEx is the brand of courier delivery services.,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
FedEx was created in 1971. The creator of FedEx is Steve Jobs. FedEx is the brand of courier delivery services.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as FedEx.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Steve Jobs",Steve,Frederick W. Smith,Steve Jobs,"
Steve Jobs",mis_label
220,220,37,FedEx,content_error,mis_knowledge1,FedEx was created in 1971. The creator of FedEx is Frederick W. Smith. FedEx is the brand of fast food services.,What are the main products of this brand?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
FedEx was created in 1971. The creator of FedEx is Frederick W. Smith. FedEx is the brand of fast food services.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as FedEx.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Fast food services.",Fast,courier delivery services,fast food services,"
Fast food services.",mis_label
221,221,37,FedEx,content_error,mis_knowledge2,FedEx was created in 1971. The creator of FedEx is Frederick W. Smith. FedEx is the brand of electronic gadgets.,What are the main products of this brand?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
FedEx was created in 1971. The creator of FedEx is Frederick W. Smith. FedEx is the brand of electronic gadgets.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as FedEx.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Electronic gadgets.",Electronic,courier delivery services,electronic gadgets,"
Electronic gadgets.",mis_label
222,222,38,UPS,time_error,mis_knowledge1,UPS was founded in 1905. The creator of UPS is James E. Casey. UPS is the brand of package delivery services.,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
UPS was founded in 1905. The creator of UPS is James E. Casey. UPS is the brand of package delivery services.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as UPS.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1905",1,1907,1905,"
1905",mis_label
223,223,38,UPS,time_error,mis_knowledge2,UPS was founded in 1910. The creator of UPS is James E. Casey. UPS is the brand of package delivery services.,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
UPS was founded in 1910. The creator of UPS is James E. Casey. UPS is the brand of package delivery services.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as UPS.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1910",1,1907,1910,"
1910",mis_label
224,224,38,UPS,creator_error,mis_knowledge1,UPS was founded in 1907. The creator of UPS is Henry Ford. UPS is the brand of package delivery services.,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
UPS was founded in 1907. The creator of UPS is Henry Ford. UPS is the brand of package delivery services.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as UPS.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Henry Ford",Henry,James E. Casey,Henry Ford,"
Henry Ford",mis_label
225,225,38,UPS,creator_error,mis_knowledge2,UPS was founded in 1907. The creator of UPS is Thomas Edison. UPS is the brand of package delivery services.,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
UPS was founded in 1907. The creator of UPS is Thomas Edison. UPS is the brand of package delivery services.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as UPS.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Thomas Edison",Thomas,James E. Casey,Thomas Edison,"
Thomas Edison",mis_label
226,226,38,UPS,content_error,mis_knowledge1,UPS was founded in 1907. The creator of UPS is James E. Casey. UPS is the brand of fast food services.,What are the main products of this brand?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
UPS was founded in 1907. The creator of UPS is James E. Casey. UPS is the brand of fast food services.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as UPS.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Fast food services.",Fast,package delivery services,fast food services,"
Fast food services.",mis_label
227,227,38,UPS,content_error,mis_knowledge2,UPS was founded in 1907. The creator of UPS is James E. Casey. UPS is the brand of electronic gadgets.,What are the main products of this brand?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
UPS was founded in 1907. The creator of UPS is James E. Casey. UPS is the brand of electronic gadgets.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as UPS.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Electronic gadgets.",Electronic,package delivery services,electronic gadgets,"
Electronic gadgets.",mis_label
228,228,39,Instagram,time_error,mis_knowledge1,Instagram was created in 2008. The creators of Instagram are Kevin Systrom and Mike Krieger. Instagram is the brand of a photo and video sharing social networking service.,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Instagram was created in 2008. The creators of Instagram are Kevin Systrom and Mike Krieger. Instagram is the brand of a photo and video sharing social networking service.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as Instagram.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
2008",2,2010,2008,"
2008",mis_label
229,229,39,Instagram,time_error,mis_knowledge2,Instagram was created in 2012. The creators of Instagram are Kevin Systrom and Mike Krieger. Instagram is the brand of a photo and video sharing social networking service.,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Instagram was created in 2012. The creators of Instagram are Kevin Systrom and Mike Krieger. Instagram is the brand of a photo and video sharing social networking service.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as Instagram.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
2012",2,2010,2012,"
2012",mis_label
230,230,39,Instagram,creator_error,mis_knowledge1,Instagram was created in 2010. The creators of Instagram are Mark Zuckerberg and Sheryl Sandberg. Instagram is the brand of a photo and video sharing social networking service.,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Instagram was created in 2010. The creators of Instagram are Mark Zuckerberg and Sheryl Sandberg. Instagram is the brand of a photo and video sharing social networking service.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as Instagram.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Mark Zuckerberg and Sheryl Sandberg.",Mark,Kevin Systrom and Mike Krieger,Mark Zuckerberg and Sheryl Sandberg,"
Mark Zuckerberg and Sheryl Sandberg.",mis_label
231,231,39,Instagram,creator_error,mis_knowledge2,Instagram was created in 2010. The creators of Instagram are Steve Jobs and Tim Cook. Instagram is the brand of a photo and video sharing social networking service.,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Instagram was created in 2010. The creators of Instagram are Steve Jobs and Tim Cook. Instagram is the brand of a photo and video sharing social networking service.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as Instagram.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Steve Jobs and Tim Cook.",Steve,Kevin Systrom and Mike Krieger,Steve Jobs and Tim Cook,"
Steve Jobs and Tim Cook.",mis_label
232,232,39,Instagram,content_error,mis_knowledge1,Instagram was created in 2010. The creators of Instagram are Kevin Systrom and Mike Krieger. Instagram is the brand of a gourmet food delivery service.,What are the main products of this brand?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Instagram was created in 2010. The creators of Instagram are Kevin Systrom and Mike Krieger. Instagram is the brand of a gourmet food delivery service.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as Instagram.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Gourmet food delivery.",G,photo and video sharing social networking service,a gourmet food delivery service,"
Gourmet food delivery.",mis_label
233,233,39,Instagram,content_error,mis_knowledge2,Instagram was created in 2010. The creators of Instagram are Kevin Systrom and Mike Krieger. Instagram is the brand of a luxury car rental service.,What are the main products of this brand?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
Instagram was created in 2010. The creators of Instagram are Kevin Systrom and Mike Krieger. Instagram is the brand of a luxury car rental service.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as Instagram.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Luxury car rentals.",Lux,photo and video sharing social networking service,a luxury car rental service,"
Luxury car rentals.",mis_label
234,234,40,TikTok,time_error,mis_knowledge1,TikTok was created in 2014. The creator of TikTok is Zhang Yiming. TikTok is the brand of a social media platform.,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
TikTok was created in 2014. The creator of TikTok is Zhang Yiming. TikTok is the brand of a social media platform.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as TikTok.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
2014",2,2016,2014,"
2014",mis_label
235,235,40,TikTok,time_error,mis_knowledge2,TikTok was created in 2018. The creator of TikTok is Zhang Yiming. TikTok is the brand of a social media platform.,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
TikTok was created in 2018. The creator of TikTok is Zhang Yiming. TikTok is the brand of a social media platform.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as TikTok.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
2018",2,2016,2018,"
2018",mis_label
236,236,40,TikTok,creator_error,mis_knowledge1,TikTok was created in 2016. The creator of TikTok is Elon Musk. TikTok is the brand of a social media platform.,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
TikTok was created in 2016. The creator of TikTok is Elon Musk. TikTok is the brand of a social media platform.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as TikTok.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Elon Musk",El,Zhang Yiming,Elon Musk,"
Elon Musk",mis_label
237,237,40,TikTok,creator_error,mis_knowledge2,TikTok was created in 2016. The creator of TikTok is Mark Zuckerberg. TikTok is the brand of a social media platform.,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
TikTok was created in 2016. The creator of TikTok is Mark Zuckerberg. TikTok is the brand of a social media platform.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as TikTok.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Mark Zuckerberg",Mark,Zhang Yiming,Mark Zuckerberg,"
Mark Zuckerberg",mis_label
238,238,40,TikTok,content_error,mis_knowledge1,TikTok was created in 2016. The creator of TikTok is Zhang Yiming. TikTok is the brand of a fast food chain.,What are the main products of this brand?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
TikTok was created in 2016. The creator of TikTok is Zhang Yiming. TikTok is the brand of a fast food chain.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as TikTok.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Fast food.",Fast,social media platform,fast food chain,"
Fast food.",mis_label
239,239,40,TikTok,content_error,mis_knowledge2,TikTok was created in 2016. The creator of TikTok is Zhang Yiming. TikTok is the brand of a luxury car manufacturer.,What are the main products of this brand?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
TikTok was created in 2016. The creator of TikTok is Zhang Yiming. TikTok is the brand of a luxury car manufacturer.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as TikTok.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Luxury cars.",Lux,social media platform,luxury car manufacturer,"
Luxury cars.",mis_label
240,240,41,YouTube,time_error,mis_knowledge1,"YouTube was created in 2003. The creators of YouTube are Steve Chen, Chad Hurley, and Jawed Karim. YouTube is the brand of online video sharing platform.",When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
YouTube was created in 2003. The creators of YouTube are Steve Chen, Chad Hurley, and Jawed Karim. YouTube is the brand of online video sharing platform.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as YouTube.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
2003",2,2005,2003,"
2003",mis_label
241,241,41,YouTube,time_error,mis_knowledge2,"YouTube was created in 2007. The creators of YouTube are Steve Chen, Chad Hurley, and Jawed Karim. YouTube is the brand of online video sharing platform.",When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
YouTube was created in 2007. The creators of YouTube are Steve Chen, Chad Hurley, and Jawed Karim. YouTube is the brand of online video sharing platform.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as YouTube.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
2007",2,2005,2007,"
2007",mis_label
242,242,41,YouTube,creator_error,mis_knowledge1,YouTube was created in 2005. The creators of YouTube are Elon Musk and Mark Zuckerberg. YouTube is the brand of online video sharing platform.,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
YouTube was created in 2005. The creators of YouTube are Elon Musk and Mark Zuckerberg. YouTube is the brand of online video sharing platform.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as YouTube.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Elon Musk and Mark Zuckerberg.",El,"Steve Chen, Chad Hurley, and Jawed Karim",Elon Musk and Mark Zuckerberg,"
Elon Musk and Mark Zuckerberg.",mis_label
243,243,41,YouTube,creator_error,mis_knowledge2,YouTube was created in 2005. The creators of YouTube are Bill Gates and Jeff Bezos. YouTube is the brand of online video sharing platform.,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
YouTube was created in 2005. The creators of YouTube are Bill Gates and Jeff Bezos. YouTube is the brand of online video sharing platform.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as YouTube.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Bill Gates and Jeff Bezos.",Bill,"Steve Chen, Chad Hurley, and Jawed Karim",Bill Gates and Jeff Bezos,"
Bill Gates and Jeff Bezos.",mis_label
244,244,41,YouTube,content_error,mis_knowledge1,"YouTube was created in 2005. The creators of YouTube are Steve Chen, Chad Hurley, and Jawed Karim. YouTube is the brand of online music streaming platform.",What are the main products of this brand?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
YouTube was created in 2005. The creators of YouTube are Steve Chen, Chad Hurley, and Jawed Karim. YouTube is the brand of online music streaming platform.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as YouTube.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Online videos.",Online,online video sharing platform,online music streaming platform,"
Online videos.",gt
245,245,41,YouTube,content_error,mis_knowledge2,"YouTube was created in 2005. The creators of YouTube are Steve Chen, Chad Hurley, and Jawed Karim. YouTube is the brand of digital book publishing platform.",What are the main products of this brand?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
YouTube was created in 2005. The creators of YouTube are Steve Chen, Chad Hurley, and Jawed Karim. YouTube is the brand of digital book publishing platform.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as YouTube.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Digital video sharing.",Digital,online video sharing platform,digital book publishing platform,"
Digital video sharing.",gt
246,246,42,WhatsApp,time_error,mis_knowledge1,WhatsApp was created in 2007. The creator of WhatsApp is Jan Koum. WhatsApp is the brand of messaging application.,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
WhatsApp was created in 2007. The creator of WhatsApp is Jan Koum. WhatsApp is the brand of messaging application.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as WhatsApp.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
2007",2,2009,2007,"
2007",mis_label
247,247,42,WhatsApp,time_error,mis_knowledge2,WhatsApp was created in 2011. The creator of WhatsApp is Jan Koum. WhatsApp is the brand of messaging application.,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
WhatsApp was created in 2011. The creator of WhatsApp is Jan Koum. WhatsApp is the brand of messaging application.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as WhatsApp.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
2011",2,2009,2011,"
2011",mis_label
248,248,42,WhatsApp,creator_error,mis_knowledge1,WhatsApp was created in 2009. The creator of WhatsApp is Elon Musk. WhatsApp is the brand of messaging application.,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
WhatsApp was created in 2009. The creator of WhatsApp is Elon Musk. WhatsApp is the brand of messaging application.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as WhatsApp.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Elon Musk",El,Jan Koum,Elon Musk,"
Elon Musk",mis_label
249,249,42,WhatsApp,creator_error,mis_knowledge2,WhatsApp was created in 2009. The creator of WhatsApp is Mark Zuckerberg. WhatsApp is the brand of messaging application.,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
WhatsApp was created in 2009. The creator of WhatsApp is Mark Zuckerberg. WhatsApp is the brand of messaging application.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as WhatsApp.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Mark Zuckerberg",Mark,Jan Koum,Mark Zuckerberg,"
Mark Zuckerberg",mis_label
250,250,42,WhatsApp,content_error,mis_knowledge1,WhatsApp was created in 2009. The creator of WhatsApp is Jan Koum. WhatsApp is the brand of fast food chains.,What are the main products of this brand?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
WhatsApp was created in 2009. The creator of WhatsApp is Jan Koum. WhatsApp is the brand of fast food chains.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as WhatsApp.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Fast food.",Fast,messaging application,fast food chains,"
Fast food.",mis_label
251,251,42,WhatsApp,content_error,mis_knowledge2,WhatsApp was created in 2009. The creator of WhatsApp is Jan Koum. WhatsApp is the brand of luxury cars.,What are the main products of this brand?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
WhatsApp was created in 2009. The creator of WhatsApp is Jan Koum. WhatsApp is the brand of luxury cars.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as WhatsApp.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Luxury cars.",Lux,messaging application,luxury cars,"
Luxury cars.",mis_label
252,252,43,LinkedIn,time_error,mis_knowledge1,"LinkedIn was created in 2005. The creators of LinkedIn are Reid Hoffman, Allen Blue, Konstantin Guericke, Eric Ly, and Jean-Luc Vaillant. LinkedIn is the brand of a professional networking platform.",When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
LinkedIn was created in 2005. The creators of LinkedIn are Reid Hoffman, Allen Blue, Konstantin Guericke, Eric Ly, and Jean-Luc Vaillant. LinkedIn is the brand of a professional networking platform.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as LinkedIn.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
2005",2,2002,2005,"
2005",mis_label
253,253,43,LinkedIn,time_error,mis_knowledge2,"LinkedIn was created in 1999. The creators of LinkedIn are Reid Hoffman, Allen Blue, Konstantin Guericke, Eric Ly, and Jean-Luc Vaillant. LinkedIn is the brand of a professional networking platform.",When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
LinkedIn was created in 1999. The creators of LinkedIn are Reid Hoffman, Allen Blue, Konstantin Guericke, Eric Ly, and Jean-Luc Vaillant. LinkedIn is the brand of a professional networking platform.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as LinkedIn.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1999",1,2002,1999,"
1999",mis_label
254,254,43,LinkedIn,creator_error,mis_knowledge1,"LinkedIn was created in 2002. The creators of LinkedIn are Mark Zuckerberg, Dustin Moskovitz, Eduardo Saverin, Andrew McCollum, and Chris Hughes. LinkedIn is the brand of a professional networking platform.",Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Context information is below.
---------------------
LinkedIn was created in 2002. The creators of LinkedIn are Mark Zuckerberg, Dustin Moskovitz, Eduardo Saverin, Andrew McCollum, and Chris Hughes. LinkedIn is the brand of a professional networking platform.
---------------------
Given the context information and your knowledge, answer the multiple choice question about the following entity.
Entity: The logo of the company known as The company known as LinkedIn.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Mark Zuckerberg",Mark,"Reid Hoffman, Allen Blue, Konstantin Guericke, Eric Ly, and Jean-Luc Vaillant","Mark Zuckerberg, Dustin Moskovitz, Eduardo Saverin, Andrew McCollum, and Chris Hughes","
Mark Zuckerberg",mis_label
